genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000182855,5,['8', '9', '5', '1', '0'],,,,,,,,,,,,,,,,
GCA_000182875,5,['11', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000183115,5,['9', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000183135,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183155,6,['7', '3', '3', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000183185,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183225,3,['5', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000183245,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183285,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000183305,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000183345,5,['13', '7', '10', '2', '0'],,,,,,,,,,,,,,,,
GCA_000183365,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183385,6,['4', '2', '1', '6', '3', '0'],,,,,,,,,,,,,,,
GCA_000183405,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000183425,4,['3', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000183645,5,['8', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000183665,8,['5', '3', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000183725,4,['15', '10', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183745,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000183845,9,['8', '3', '3', '4', '1', '1', '2', '2', '0'],,,,,,,,,,,,
GCA_000183865,7,['6', '7', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000183885,7,['6', '2', '1', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000183905,6,['10', '6', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000183925,10,['6', '2', '1', '1', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000183945,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000183965,6,['7', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000184065,4,['9', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000184085,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184185,7,['11', '12', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000184205,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184325,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184345,10,['8', '2', '1', '2', '4', '3', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000184435,7,['9', '2', '2', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000184685,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184705,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000184745,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000184925,5,['10', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000185185,4,['3', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000185205,5,['8', '3', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000185225,5,['6', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000185245,7,['9', '6', '3', '2', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000185745,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000185805,8,['13', '5', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000185885,6,['7', '4', '4', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000185905,6,['10', '5', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000185965,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000185985,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000186005,6,['7', '1', '2', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_000186225,4,['13', '12', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000186245,3,['12', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000186265,5,['7', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000186345,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000186385,8,['6', '6', '6', '6', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_000186405,6,['12', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000186585,12,['6', '4', '5', '8', '9', '9', '4', '3', '3', '1', '1', '0'],,,,,,,,,
GCA_000186665,6,['8', '3', '6', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000186725,12,['7', '2', '2', '4', '3', '10', '6', '4', '1', '1', '1', '0'],,,,,,,,,
GCA_000186745,6,['15', '7', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000186885,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000186985,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000187005,9,['7', '2', '2', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,,
GCA_000187205,8,['9', '6', '3', '6', '5', '2', '1', '0'],,,,,,,,,,,,,
GCA_000187705,5,['5', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000187935,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000188215,6,['10', '5', '4', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000188315,7,['6', '3', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000188715,6,['7', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000188735,12,['6', '7', '4', '6', '5', '10', '7', '3', '3', '1', '1', '0'],,,,,,,,,
GCA_000188955,8,['7', '4', '2', '2', '3', '2', '2', '0'],,,,,,,,,,,,,
GCA_000189295,6,['5', '1', '2', '2', '3', '0'],,,,,,,,,,,,,,,
GCA_000189415,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000189495,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000189515,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000189535,2,['7', '0'],,,,,,,,,,,,,,,,,,,
GCA_000189735,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000189775,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000190435,5,['12', '18', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000190515,4,['9', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000190535,6,['14', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000190555,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000190575,4,['19', '8', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000190595,5,['4', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000190635,4,['18', '9', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000190735,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000191045,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000191145,4,['11', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000191165,6,['13', '9', '6', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000191425,5,['9', '10', '4', '4', '0'],,,,,,,,,,,,,,,,
GCA_000191445,11,['6', '6', '6', '6', '4', '3', '3', '2', '3', '1', '0'],,,,,,,,,,
GCA_000191465,9,['6', '7', '4', '5', '7', '4', '4', '3', '0'],,,,,,,,,,,,
GCA_000191485,8,['7', '4', '7', '7', '4', '3', '3', '0'],,,,,,,,,,,,,
GCA_000191505,6,['9', '6', '5', '5', '4', '0'],,,,,,,,,,,,,,,
GCA_000191525,8,['10', '5', '3', '4', '3', '3', '1', '0'],,,,,,,,,,,,,
GCA_000191545,7,['6', '5', '5', '2', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000191565,6,['4', '1', '4', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000191785,5,['9', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000191905,5,['7', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000191925,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192105,10,['5', '2', '4', '4', '5', '5', '3', '3', '1', '0'],,,,,,,,,,,
GCA_000192315,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000192335,8,['9', '2', '1', '2', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000192395,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192635,11,['8', '3', '2', '3', '6', '2', '3', '3', '2', '1', '0'],,,,,,,,,,
GCA_000192705,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000192725,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000192745,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000192845,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000192865,6,['9', '12', '7', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000192885,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000193185,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000193205,4,['13', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000193355,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000193395,7,['8', '3', '7', '18', '12', '1', '0'],,,,,,,,,,,,,,
GCA_000193435,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000193595,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000194075,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000194115,6,['8', '12', '5', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000194135,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000194605,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000194745,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000194765,7,['6', '2', '1', '1', '2', '2', '0'],,,,,,,,,,,,,,
GCA_000194785,6,['5', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000194805,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195065,11,['8', '5', '4', '4', '7', '10', '10', '3', '2', '2', '0'],,,,,,,,,,
GCA_000195085,5,['3', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000195105,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000195275,4,['12', '10', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000195295,4,['9', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000195315,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000195335,5,['8', '7', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000195395,6,['11', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000195435,6,['10', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000195515,8,['12', '11', '7', '6', '4', '1', '1', '0'],,,,,,,,,,,,,
GCA_000195535,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000195555,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000195575,4,['7', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000195675,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000195695,6,['5', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000195715,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195735,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195755,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000195775,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000195795,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000195815,5,['16', '18', '11', '1', '0'],,,,,,,,,,,,,,,,
GCA_000195835,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000195855,14,['8', '6', '3', '3', '2', '1', '3', '2', '1', '2', '2', '2', '1', '0'],,,,,,,
GCA_000195875,7,['7', '3', '6', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000195955,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000195975,5,['9', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000195995,10,['6', '7', '4', '4', '3', '7', '10', '6', '2', '0'],,,,,,,,,,,
GCA_000196015,3,['12', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000196035,6,['8', '3', '1', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000196055,5,['7', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000196075,5,['8', '6', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000196095,10,['9', '9', '9', '6', '3', '1', '1', '3', '1', '0'],,,,,,,,,,,
GCA_000196115,4,['9', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000196135,9,['10', '3', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000196155,6,['16', '11', '10', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000196175,12,['7', '4', '6', '6', '5', '4', '2', '1', '2', '1', '1', '0'],,,,,,,,,
GCA_000196215,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000196235,6,['8', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000196255,5,['11', '9', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000196275,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000196295,11,['7', '5', '1', '1', '2', '2', '4', '6', '7', '2', '0'],,,,,,,,,,
GCA_000196315,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000196335,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000196355,9,['8', '5', '5', '9', '4', '3', '1', '2', '0'],,,,,,,,,,,,
GCA_000196395,13,['5', '1', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '0'],,,,,,,,
GCA_000196435,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000196455,4,['5', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000196475,4,['11', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000196495,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000196515,6,['8', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000196535,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000196555,5,['10', '4', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000196575,5,['8', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000196595,3,['14', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000196615,16,['9', '2', '3', '1', '1', '1', '2', '1', '1', '1', '1', '3', '1', '1', '1', '0'],,,,,
GCA_000196675,4,['9', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000196695,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000196735,8,['10', '8', '8', '7', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_000196755,5,['6', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000196795,6,['8', '7', '6', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000196815,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000196835,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000196855,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000196875,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000197735,6,['7', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000197755,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000197855,12,['8', '3', '2', '1', '1', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,
GCA_000197875,8,['5', '4', '2', '4', '4', '2', '1', '0'],,,,,,,,,,,,,
GCA_000198515,13,['5', '2', '2', '4', '5', '2', '4', '4', '7', '4', '1', '1', '0'],,,,,,,,
GCA_000198775,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000199675,4,['17', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000200475,13,['6', '3', '3', '4', '3', '1', '1', '2', '1', '1', '1', '1', '0'],,,,,,,,
GCA_000200595,4,['8', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000200735,5,['10', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000202635,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000202835,3,['10', '8', '0'],,,,,,,,,,,,,,,,,,
GCA_000203195,12,['6', '3', '2', '2', '1', '5', '3', '6', '7', '4', '1', '0'],,,,,,,,,
GCA_000203215,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000203835,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000203855,7,['8', '9', '8', '6', '5', '2', '0'],,,,,,,,,,,,,,
GCA_000203875,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000203895,6,['8', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000203915,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000203935,10,['5', '4', '1', '3', '3', '6', '8', '12', '2', '0'],,,,,,,,,,,
GCA_000203955,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000204075,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000204115,5,['12', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000204135,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000204155,5,['5', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000204255,6,['1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000204275,8,['11', '13', '9', '7', '4', '4', '1', '0'],,,,,,,,,,,,,
GCA_000204295,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000204565,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000204625,6,['12', '6', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000204645,4,['2', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000204665,5,['5', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000204985,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000208385,9,['8', '5', '4', '3', '9', '15', '5', '1', '0'],,,,,,,,,,,,
GCA_000208405,7,['9', '6', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000209655,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000209675,7,['11', '9', '8', '7', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000209735,8,['5', '2', '2', '1', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000209755,5,['15', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000209795,5,['11', '9', '4', '2', '0'],,,,,,,,,,,,,,,,
GCA_000209815,4,['8', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000209835,4,['14', '13', '5', '0'],,,,,,,,,,,,,,,,,
GCA_000209855,7,['7', '3', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000209875,3,['15', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000209895,6,['16', '14', '14', '6', '3', '0'],,,,,,,,,,,,,,,
GCA_000209915,5,['13', '8', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000209935,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000209955,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000209975,4,['5', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000209995,4,['15', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000210015,6,['12', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000210035,5,['11', '6', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000210055,6,['8', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000210075,5,['15', '6', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000210095,6,['7', '3', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000210115,7,['12', '6', '5', '5', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000210155,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000210315,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000210375,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000210475,4,['14', '12', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000210495,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000210515,8,['9', '6', '9', '8', '3', '1', '1', '0'],,,,,,,,,,,,,
GCA_000210535,8,['7', '5', '7', '10', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000210555,5,['14', '6', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000210575,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000210595,4,['13', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000210615,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000210635,7,['12', '10', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000210655,6,['9', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000210675,4,['11', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000210695,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000210715,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000210735,7,['15', '13', '8', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000210755,11,['11', '2', '2', '1', '2', '3', '4', '2', '2', '1', '0'],,,,,,,,,,
GCA_000210775,5,['8', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000210795,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000210815,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000210835,3,['17', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000210855,14,['4', '3', '4', '3', '1', '6', '5', '11', '6', '3', '1', '1', '1', '0'],,,,,,,
GCA_000210875,4,['6', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000210895,8,['6', '2', '2', '3', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000210915,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000210935,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000210955,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000210975,3,['12', '5', '0'],,,,,,,,,,,,,,,,,,
GCA_000210995,4,['11', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000211015,4,['13', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000211035,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000211055,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000211155,5,['4', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000211255,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000211295,8,['9', '4', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000211375,5,['13', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000211545,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000211855,5,['10', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000212335,9,['10', '7', '2', '1', '1', '1', '2', '1', '0'],,,,,,,,,,,,
GCA_000212355,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000212375,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000212395,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000212415,5,['6', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000212605,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000212675,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000212695,6,['5', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000212715,5,['13', '10', '5', '2', '0'],,,,,,,,,,,,,,,,
GCA_000212735,5,['15', '11', '11', '3', '0'],,,,,,,,,,,,,,,,
GCA_000212975,5,['6', '3', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000213135,8,['3', '2', '4', '5', '3', '3', '2', '0'],,,,,,,,,,,,,
GCA_000213155,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000213235,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000213255,6,['9', '6', '7', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000213635,14,['7', '4', '3', '4', '5', '4', '5', '10', '5', '3', '1', '1', '1', '0'],,,,,,,
GCA_000213655,5,['8', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000213785,21,['6', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000213805,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000213825,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000213865,7,['6', '4', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000213955,4,['11', '7', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000214095,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000214155,6,['8', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000214175,9,['10', '5', '8', '2', '1', '2', '2', '1', '0'],,,,,,,,,,,,
GCA_000214195,6,['9', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000214215,5,['6', '10', '11', '3', '0'],,,,,,,,,,,,,,,,
GCA_000214235,7,['9', '5', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000214355,5,['18', '8', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000214375,4,['10', '17', '13', '0'],,,,,,,,,,,,,,,,,
GCA_000214395,8,['6', '2', '1', '1', '2', '2', '1', '0'],,,,,,,,,,,,,
GCA_000214435,7,['5', '5', '5', '4', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000214665,8,['5', '3', '8', '7', '5', '2', '2', '0'],,,,,,,,,,,,,
GCA_000214705,5,['10', '6', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000214765,6,['12', '10', '7', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000214785,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000214805,5,['9', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000214825,6,['8', '8', '4', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000214845,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000215065,21,['6', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000215085,9,['9', '6', '7', '9', '8', '2', '1', '1', '0'],,,,,,,,,,,,
