genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,10,['9', '9', '6', '3', '1', '2', '1', '3', '2', '0'],,,,,,,,,,,
GCA_000013785,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000013805,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000013825,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000013845,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000013865,5,['12', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000013885,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000013905,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000013925,21,['5', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000013945,7,['10', '11', '9', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000013965,7,['11', '13', '7', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000013985,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014005,6,['5', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000014025,8,['5', '2', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000014045,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000014065,1,['0'],,,,,,,,,,,,,,,,,,,,
GCA_000014085,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014105,12,['12', '10', '4', '4', '5', '5', '4', '3', '5', '1', '1', '0'],,,,,,,,,
GCA_000014125,4,['6', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000014145,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000014165,21,['4', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000014185,4,['12', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014205,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014225,4,['4', '2', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000014245,4,['11', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014265,5,['9', '3', '7', '2', '0'],,,,,,,,,,,,,,,,
GCA_000014285,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014305,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014325,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000014345,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014365,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000014385,4,['10', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014405,4,['3', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000014425,3,['5', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000014445,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014465,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000014485,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014505,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000014525,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000014545,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014565,7,['5', '2', '2', '3', '7', '3', '0'],,,,,,,,,,,,,,
GCA_000014585,4,['7', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014605,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000014625,4,['10', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000014645,7,['8', '2', '2', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000014665,4,['2', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014685,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014705,6,['8', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000014725,3,['13', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000014745,5,['11', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000014765,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014785,3,['9', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014805,14,['7', '11', '8', '6', '8', '4', '3', '1', '1', '2', '2', '2', '1', '0'],,,,,,,
GCA_000014825,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000014845,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000014865,13,['15', '16', '6', '3', '2', '1', '1', '2', '2', '2', '2', '2', '0'],,,,,,,,
GCA_000014885,5,['2', '4', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000014905,9,['16', '6', '4', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000014925,5,['11', '7', '3', '3', '0'],,,,,,,,,,,,,,,,
GCA_000014965,5,['11', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000014985,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015005,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000015025,5,['6', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015045,5,['17', '6', '6', '4', '0'],,,,,,,,,,,,,,,,
GCA_000015065,7,['13', '13', '6', '6', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000015085,5,['8', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015105,4,['6', '7', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015125,4,['18', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015165,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000015185,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015245,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015265,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000015285,5,['10', '9', '7', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015305,6,['3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000015325,7,['7', '7', '1', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000015345,5,['10', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015365,21,['11', '9', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000015385,5,['2', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015405,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000015425,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015445,8,['6', '3', '3', '1', '4', '1', '1', '0'],,,,,,,,,,,,,
GCA_000015465,4,['7', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000015485,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000015505,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015525,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015545,6,['11', '4', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000015565,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000015585,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015605,5,['8', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015625,6,['7', '5', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000015645,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000015665,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015685,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015705,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000015725,5,['13', '5', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000015745,9,['6', '2', '2', '2', '2', '3', '3', '2', '0'],,,,,,,,,,,,
GCA_000015785,4,['2', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015845,4,['7', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000015865,4,['11', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015885,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000015905,4,['7', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015925,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000015965,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000015985,5,['5', '4', '4', '3', '0'],,,,,,,,,,,,,,,,
GCA_000016005,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000016045,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000016065,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000016085,7,['10', '4', '9', '7', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000016105,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016145,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000016165,4,['16', '8', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000016185,6,['10', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000016205,6,['10', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000016245,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000016265,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016285,6,['1', '2', '4', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000016305,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000016325,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000016345,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000016365,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000016405,5,['4', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000016425,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016445,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000016465,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000016485,11,['5', '2', '3', '6', '5', '2', '3', '2', '2', '1', '0'],,,,,,,,,,
GCA_000016505,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000016545,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000016565,7,['12', '5', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000016585,4,['3', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000016625,4,['9', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016645,4,['6', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000016665,9,['9', '10', '4', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000016685,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000016705,5,['8', '4', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000016725,6,['5', '5', '4', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_000016745,4,['10', '10', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000016765,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016785,6,['6', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000016805,7,['9', '6', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000016825,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016845,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016865,6,['7', '4', '2', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000016885,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000016905,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000016925,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000016945,4,['4', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000016965,4,['8', '5', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000016985,5,['8', '3', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_000017005,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000017025,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000017045,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000017065,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017085,7,['10', '7', '3', '4', '3', '2', '0'],,,,,,,,,,,,,,
GCA_000017105,5,['8', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017125,7,['9', '6', '4', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000017145,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000017205,6,['12', '6', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000017245,12,['4', '3', '2', '1', '3', '3', '6', '7', '2', '2', '1', '0'],,,,,,,,,
GCA_000017265,7,['5', '2', '4', '6', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000017285,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000017305,9,['5', '4', '3', '5', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000017325,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017405,7,['4', '1', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000017425,7,['12', '10', '10', '7', '5', '2', '0'],,,,,,,,,,,,,,
GCA_000017445,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017465,4,['14', '8', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017485,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000017505,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017525,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000017545,5,['4', '3', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017565,7,['6', '3', '2', '3', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000017585,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017605,5,['15', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017645,5,['12', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017665,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017685,5,['15', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017705,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017725,4,['5', '8', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000017745,6,['2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000017765,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017785,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000017805,8,['5', '6', '4', '4', '2', '1', '1', '0'],,,,,,,,,,,,,
GCA_000017825,5,['5', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017845,4,['15', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000017865,6,['6', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000017885,8,['4', '5', '7', '8', '8', '2', '1', '0'],,,,,,,,,,,,,
GCA_000017905,5,['6', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000017965,7,['8', '8', '8', '4', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000017985,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018005,5,['7', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018025,5,['4', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018045,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018065,4,['8', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000018085,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018105,9,['12', '9', '7', '9', '16', '13', '2', '1', '0'],,,,,,,,,,,,
GCA_000018125,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018145,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018185,3,['1', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018205,5,['5', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018225,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018245,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018265,6,['5', '1', '3', '1', '2', '0'],,,,,,,,,,,,,,,
GCA_000018285,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018325,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000018345,5,['7', '5', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018385,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000018405,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018425,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000018445,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018505,5,['6', '3', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000018525,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018545,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018565,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018585,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000018605,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018625,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000018665,6,['10', '5', '5', '4', '3', '0'],,,,,,,,,,,,,,,
GCA_000018685,7,['9', '5', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000018705,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018725,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018745,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000018765,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018785,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018805,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018825,7,['15', '8', '5', '2', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000018845,7,['7', '2', '2', '2', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000018865,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000018885,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000018905,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000018925,4,['6', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000018945,6,['8', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000018965,6,['4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000018985,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019005,4,['5', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019025,5,['4', '2', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019045,6,['11', '7', '5', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000019065,4,['4', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019085,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000019125,4,['10', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019145,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019165,4,['7', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019185,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000019205,4,['7', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019225,13,['5', '2', '1', '1', '3', '10', '13', '7', '4', '2', '1', '1', '0'],,,,,,,,
GCA_000019245,5,['5', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019265,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000019285,6,['7', '3', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000019305,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000019325,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000019345,6,['10', '2', '1', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000019365,10,['9', '3', '5', '3', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000019385,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000019405,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000019425,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000019445,4,['8', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019465,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019485,8,['12', '7', '2', '3', '3', '4', '1', '0'],,,,,,,,,,,,,
GCA_000019505,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019525,3,['4', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000019545,5,['6', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019565,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000019585,5,['8', '7', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019625,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000019645,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019665,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000019685,6,['6', '4', '3', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000019705,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019725,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019745,4,['6', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019765,4,['9', '4', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000019785,21,['11', '6', '4', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000019825,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019845,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000019865,6,['8', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000019885,7,['9', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000019905,4,['4', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000019925,5,['12', '7', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000019945,21,['4', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000019965,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000019985,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020005,5,['8', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020025,7,['12', '5', '7', '3', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000020045,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000020065,5,['10', '5', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020085,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000020105,13,['12', '12', '6', '3', '3', '4', '4', '4', '4', '5', '5', '3', '0'],,,,,,,,
GCA_000020125,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020145,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020165,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000020185,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020205,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000020225,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000020245,7,['7', '5', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000020265,9,['5', '1', '1', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000020285,6,['10', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000020305,3,['11', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000020325,3,['4', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000020345,5,['7', '3', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000020365,5,['14', '14', '12', '4', '0'],,,,,,,,,,,,,,,,
GCA_000020385,7,['12', '10', '6', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000020405,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020425,4,['7', '1', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000020445,5,['7', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020465,6,['7', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000020485,2,['9', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020505,7,['11', '7', '6', '4', '2', '1', '0'],,,,,,,,,,,,,,
GCA_000020525,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000020545,6,['11', '11', '4', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000020565,7,['8', '5', '4', '1', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000020585,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020605,5,['12', '15', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020625,10,['9', '6', '8', '3', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,
GCA_000020645,4,['15', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020665,6,['5', '4', '1', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000020685,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020705,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000020725,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020745,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020765,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020785,5,['3', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000020805,11,['5', '4', '7', '5', '4', '5', '2', '2', '2', '1', '0'],,,,,,,,,,
GCA_000020825,6,['11', '9', '8', '7', '2', '0'],,,,,,,,,,,,,,,
GCA_000020845,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020865,21,['3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000020885,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000020925,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000020945,6,['8', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000020965,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000020985,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021005,6,['6', '7', '5', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000021025,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000021045,5,['8', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000021065,6,['8', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000021085,7,['8', '2', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,
